Tipo Titulo,Vencimento do Titulo,Data Venda,PU,Quantidade,Valor
Tesouro Selic,01/03/2025,17/04/2019,"10050,31155","5972,93","60029807,37"
Tesouro Selic,01/03/2025,17/07/2019,"10205,38196","6521,46","66553990,22"
Tesouro Selic,01/03/2023,18/07/2018,"9600,561439","2845,47","27318109,55"
Tesouro Selic,01/03/2023,06/09/2018,"9686,301647","3656,88","35421642,76"
Tesouro Selic,01/03/2023,10/09/2018,"9688,700291","3427,3","33206082,5"
Tesouro Selic,01/03/2023,09/04/2018,"9440,631467","2084,51","19679090,69"
Tesouro Selic,01/03/2023,10/04/2018,"9442,955986","1975,29","18652576,52"
Tesouro Selic,01/03/2023,11/04/2018,"9445,281794","2286,38","21595503,38"
Tesouro Selic,01/03/2023,12/04/2018,"9447,6228","1987,2","18774316,02"
Tesouro Selic,01/03/2023,27/12/2017,"9276,114397","2791,57","25894922,66"
Tesouro Selic,01/03/2023,19/01/2018,"9315,496541","2936,31","27353185,64"
Tesouro Selic,01/03/2023,22/01/2018,"9317,952918","2851,88","26573683,56"
Tesouro Selic,01/03/2023,23/01/2018,"9320,425745","3205,04","29872337,32"
Tesouro Selic,01/03/2023,24/01/2018,"9322,892835","3125,58","29139447,38"
Tesouro Selic,01/03/2023,22/09/2017,"9100,496742","3585,66","32631287,14"
Tesouro Selic,01/03/2023,25/09/2017,"9103,335841","3397,14","30925306,31"
Tesouro Selic,01/03/2025,24/07/2019,10218,"5019,12","51285368,16"
Tesouro Selic,01/03/2025,25/07/2019,"10220,52221","4360,01","44561579,04"
Tesouro Selic,01/03/2025,26/07/2019,"10223,04492","4503,89","46043469,79"
Tesouro Selic,01/03/2025,15/08/2019,"10256,53186","3998,51","41010845,2"
Tesouro Selic,01/03/2025,14/06/2019,"10150,09463","5419,14","55004783,8"
Tesouro Selic,01/03/2025,16/09/2019,"10308,18023","3991,54","41145513,71"
Tesouro Selic,01/03/2025,17/09/2019,"10310,52003","4835,91","49860746,93"
Tesouro Selic,01/03/2025,06/08/2019,"10240,16133","4056,24","41536551,98"
Tesouro Selic,01/03/2025,07/08/2019,"10242,49392","4292,95","43970514,26"
Tesouro Selic,01/03/2025,08/08/2019,"10244,82731","4553,27","46647464,83"
Tesouro Selic,01/03/2025,09/08/2019,"10247,17057","4121,85","42237300,01"
Tesouro Selic,01/03/2023,27/09/2018,"9724,135384","4491,13","43672356,14"
Tesouro Selic,01/03/2023,04/01/2019,"9883,673079","9773,49",96597980
Tesouro Selic,01/03/2023,07/01/2019,"9886,114373","7896,41","78064812,39"
Tesouro Selic,01/03/2023,08/01/2019,"9888,551468","7822,15","77349732,86"
Tesouro Selic,01/03/2023,19/07/2018,"9602,939242","2619,59","25155763,6"
Tesouro Selic,01/03/2023,20/07/2018,"9605,3126","2395,55","23010006,59"
Tesouro Selic,01/03/2023,23/07/2018,"9607,692915","2649,27","25453372,6"
Tesouro Selic,01/03/2023,15/08/2018,"9648,104119","3278,94","31635554,51"
Tesouro Selic,01/03/2023,16/08/2018,"9650,494172","3071,78","29644194,98"
Tesouro Selic,01/03/2023,17/08/2018,"9652,869697","3262,17","31489301,93"
Tesouro Selic,01/03/2023,13/04/2018,"9449,93995","1708,58","16145978,39"
Tesouro Selic,01/03/2023,26/09/2017,"9106,165282","3186,43","29016158,23"
Tesouro Selic,01/03/2023,17/10/2017,"9145,943764","3746,37","34264089,33"
Tesouro Selic,01/03/2023,18/10/2017,"9148,782296","3519,92","32202981,77"
Tesouro Selic,01/03/2023,26/01/2018,"9325,364401","2880,67","26863297,46"
Tesouro Selic,01/03/2023,29/01/2018,"9330,33497","2351,97","21944667,93"
Tesouro Selic,01/03/2023,27/09/2017,"9109,00761","3185,2","29014011,03"
Tesouro Selic,01/03/2025,15/05/2019,"10095,09419","6423,86","64849471,77"
Tesouro Selic,01/03/2025,16/05/2019,"10097,5876","34986,44","353278642,5"
Tesouro Selic,01/03/2025,18/09/2019,"10312,87684","4228,94","43612537,36"
Tesouro Selic,01/03/2025,19/09/2019,"10315,2323","4362,86","45003914,37"
Tesouro Selic,01/03/2025,20/09/2019,"10317,40241","3693,01","38102270,28"
Tesouro Selic,01/03/2025,23/09/2019,"10319,55286",4205,"43393719,78"
Tesouro Selic,01/03/2023,21/01/2019,"9910,523672","5702,57","56515454,97"
Tesouro Selic,01/03/2023,22/01/2019,"9912,958312","6240,48","61861618,08"
Tesouro Selic,01/03/2023,23/01/2019,"9915,403733","5741,26","56926910,83"
Tesouro Selic,01/03/2023,16/10/2018,"9752,948064","5245,69","51160942,12"
Tesouro Selic,01/03/2023,28/09/2018,"9726,544775","4111,29","39988646,26"
Tesouro Selic,01/03/2023,01/10/2018,"9728,932625","5527,61","53777745,26"
Tesouro Selic,01/03/2023,02/10/2018,"9731,333222","5617,74","54668099,89"
Tesouro Selic,01/03/2023,24/07/2018,"9610,064803","3397,21","32647408,24"
Tesouro Selic,01/03/2023,25/07/2018,"9612,431965","2554,07","24550824,1"
Tesouro Selic,01/03/2023,29/08/2018,"9671,960092","2907,74","28123545,23"
Tesouro Selic,01/03/2023,30/08/2018,"9674,354549","2959,42","28630478,33"
Tesouro Selic,01/03/2023,31/08/2018,"9676,742917","2596,95","25130017,51"
Tesouro Selic,01/03/2023,16/05/2018,"9501,351899","2544,19","24173244,48"
Tesouro Selic,01/03/2023,28/09/2017,"9111,836438","4522,47","41208006,93"
Tesouro Selic,01/03/2023,29/09/2017,"9114,677479","6561,01","59801490,08"
Tesouro Selic,01/03/2023,19/10/2017,"9151,643637","3148,9","28817610,64"
Tesouro Selic,01/03/2023,20/10/2017,"9159,375221","3373,87","30902541,27"
Tesouro Selic,01/03/2023,23/10/2017,"9162,225426","3012,74","27603403,02"
Tesouro Selic,01/03/2023,28/12/2017,"9278,562786","2917,98","27074660,63"
Tesouro Selic,01/03/2023,02/01/2018,"9281,026347","3061,78","28416460,84"
Tesouro Selic,01/03/2025,17/05/2019,"10100,07783","22663,16","228899679,9"
Tesouro Selic,01/03/2025,20/05/2019,"10102,57661","15323,64","154808247,1"
Tesouro Selic,01/03/2025,17/06/2019,"10152,60202","6082,76","61755841,48"
Tesouro Selic,01/03/2025,18/06/2019,"10155,11356","6511,8","66128068,47"
Tesouro Selic,01/03/2025,19/06/2019,"10157,61286","6530,27","66331954,53"
Tesouro Selic,01/03/2025,16/08/2019,"10258,87647","4448,72","45638868,92"
Tesouro Selic,01/03/2025,19/08/2019,"10261,22217","4399,14","45140552,87"
Tesouro Selic,01/03/2025,20/08/2019,"10263,55267","5694,63","58447134,91"
Tesouro Selic,01/03/2023,09/01/2019,9891,"7241,08","71621522,28"
Tesouro Selic,01/03/2023,10/01/2019,"9893,432347","6686,47","66152138,58"
Tesouro Selic,01/03/2023,31/01/2019,"9930,096245","5248,23","52115429,01"
Tesouro Selic,01/03/2023,01/02/2019,"9932,533177","5470,54","54336320,04"
Tesouro Selic,01/03/2023,17/10/2018,"9755,353615","5201,89","50746276,41"
Tesouro Selic,01/03/2023,26/07/2018,"9614,802352","2411,36","23184749,79"
Tesouro Selic,01/03/2023,27/07/2018,"9617,182531","2523,57","24269633,31"
Tesouro Selic,01/03/2023,30/07/2018,"9619,562848","2504,42","24091425,58"
Tesouro Selic,01/03/2023,31/07/2018,"9621,929182","2583,25","24855848,55"
Tesouro Selic,01/03/2023,11/09/2018,"9691,09436","4118,78","39915485,62"
Tesouro Selic,01/03/2023,12/09/2018,"9693,477718","3771,55","36559435,88"
Tesouro Selic,01/03/2023,17/05/2018,"9503,693088","2604,53","24752653,75"
Tesouro Selic,01/03/2023,03/01/2018,"9285,971216","2968,05","27561226,86"
Tesouro Selic,01/03/2023,04/01/2018,"9288,396244","6769,73","62879934,7"
Tesouro Selic,01/03/2023,30/01/2018,"9332,77475","3834,51","35786618,1"
Tesouro Selic,01/03/2023,31/01/2018,"9335,247079","4492,15","41935330,16"
Tesouro Selic,01/03/2023,01/02/2018,"9337,716389","4390,24","40994815,99"
Tesouro Selic,01/03/2023,02/02/2018,"9340,184893","3407,9","31830416,09"
Tesouro Selic,01/03/2023,02/10/2017,"9117,517296","5260,56","47963246,78"
Tesouro Selic,01/03/2023,03/10/2017,"9120,356151","5027,44","45852043,32"
Tesouro Selic,01/03/2025,21/08/2019,"10265,89958","4975,74","51080447,15"
Tesouro Selic,01/03/2025,02/10/2019,"10334,69761","4099,38","42365852,67"
Tesouro Selic,01/03/2025,03/10/2019,"10336,86686","3809,44","39377674,1"
Tesouro Selic,01/03/2025,04/10/2019,"10339,04392","3464,38","35818376,96"
Tesouro Selic,01/03/2025,21/05/2019,"10105,07618","11763,93","118875408,8"
Tesouro Selic,01/03/2025,22/05/2019,"10107,57474","9913,23","100198713,2"
Tesouro Selic,01/03/2025,23/05/2019,"10110,06592","7819,82","79058895,67"
Tesouro Selic,01/03/2023,01/11/2018,"9781,853012","5025,27","49156452,48"
Tesouro Selic,01/03/2023,05/11/2018,"9784,264186","6059,06","59283443,75"
Tesouro Selic,01/03/2023,30/11/2018,"9827,782413","4160,65","40889962,89"
Tesouro Selic,01/03/2023,03/12/2018,"9830,212571","4164,06","40933594,95"
Tesouro Selic,01/03/2025,18/02/2019,"9951,52249","5078,79","50541692,9"
Tesouro Selic,01/03/2023,18/05/2018,"9506,045696","2185,73","20777649,25"
Tesouro Selic,01/03/2023,21/05/2018,"9508,383762","1336,14","12704531,87"
Tesouro Selic,01/03/2023,01/08/2018,"9624,301458","2440,4","23487145,27"
Tesouro Selic,01/03/2023,02/08/2018,"9626,68077","3280,43","31579652,39"
Tesouro Selic,01/03/2023,03/08/2018,"9629,063228","2823,56","27188237,76"
Tesouro Selic,01/03/2023,20/08/2018,"9655,263156","3460,3","33410107,09"
Tesouro Selic,01/03/2023,04/10/2017,"9123,196123","4903,28","44733585,08"
Tesouro Selic,01/03/2023,24/10/2017,"9165,0756",2973,"27247769,75"
Tesouro Selic,01/03/2023,25/10/2017,"9167,922435","2762,48","25326202,36"
Tesouro Selic,01/03/2023,26/10/2017,"9170,774543","2686,33","24635726,77"
Tesouro Selic,01/03/2023,05/01/2018,"9290,855922","5967,68","55444855,06"
Tesouro Selic,01/03/2023,08/01/2018,"9293,314892","5321,76","49456791,45"
Tesouro Selic,01/03/2023,09/01/2018,"9295,772597","4038,03","37536608,61"
Tesouro Selic,01/03/2025,21/06/2019,"10160,12434","6121,18","62191949,91"
Tesouro Selic,01/03/2025,24/06/2019,"10162,63179","6092,57","61916545,56"
Tesouro Selic,01/03/2025,25/06/2019,"10165,14387","6544,62","66527003,87"
Tesouro Selic,01/03/2025,26/06/2019,"10167,65259","6835,07","69496617,16"
Tesouro Selic,01/03/2025,22/08/2019,"10268,25196","4170,49","42823642,11"
Tesouro Selic,01/03/2025,23/08/2019,"10270,59354","4214,97","43290243,63"
Tesouro Selic,01/03/2025,26/08/2019,"10272,93945","3975,57","40840789,86"
Tesouro Selic,01/03/2025,27/08/2019,"10275,28287","4803,12","49353416,64"
Tesouro Selic,01/03/2023,18/10/2018,"9757,763675","5853,31","57115215,69"
Tesouro Selic,01/03/2023,19/10/2018,"9760,166578","8145,81","79504462,51"
Tesouro Selic,01/03/2023,16/11/2018,"9803,582948","4956,08","48587341,37"
Tesouro Selic,01/03/2023,19/11/2018,"9806,007539","4350,53","42661329,97"
Tesouro Selic,01/03/2025,08/02/2019,"9936,778321","5213,73","51807679,23"
Tesouro Selic,01/03/2025,11/02/2019,"9939,24392","5468,26","54350369,95"
Tesouro Selic,01/03/2025,12/02/2019,"9941,692233","5409,71","53781671,88"
Tesouro Selic,01/03/2023,21/08/2018,"9657,639255","3020,64","29172251,43"
Tesouro Selic,01/03/2023,22/08/2018,"9660,025141","2628,75","25393791,08"
Tesouro Selic,01/03/2023,16/04/2018,"9452,283223","2079,63","19657251,75"
Tesouro Selic,01/03/2023,17/04/2018,"9454,613138","2318,4","21919575,09"
Tesouro Selic,01/03/2023,18/04/2018,"9456,940102","2019,46","19097912,25"
Tesouro Selic,01/03/2023,22/05/2018,"9510,722383","3191,49","30353375,37"
Tesouro Selic,01/03/2023,23/05/2018,"9513,075991","3391,98","32268163,49"
Tesouro Selic,01/03/2023,08/02/2018,"9352,56349","3545,63","33160729,68"
Tesouro Selic,01/03/2023,09/02/2018,"9354,951167","2888,63","27022992,58"
Tesouro Selic,01/03/2023,14/02/2018,"9357,345451","3619,47","33868631,13"
Tesouro Selic,01/03/2023,05/10/2017,"9126,03656","4277,27","39034522,39"
Tesouro Selic,01/03/2023,06/10/2017,"9128,874784","4218,66","38511618,89"
Tesouro Selic,01/03/2023,09/10/2017,"9131,715194","4396,82","40150507,99"
Tesouro Selic,01/03/2023,10/10/2017,"9134,55564","4665,84","42620375,08"
Tesouro Selic,01/03/2025,24/05/2019,"10112,55531","7938,03","80273767,43"
Tesouro Selic,01/03/2025,27/05/2019,"10115,05575","6745,6","68232120,04"
Tesouro Selic,01/03/2025,28/05/2019,"10117,55399","7426,44","75137407,65"
Tesouro Selic,01/03/2025,28/08/2019,"10277,6221","3872,04","39795363,85"
Tesouro Selic,01/03/2025,29/08/2019,"10279,96966","4248,4","43673423,09"
Tesouro Selic,01/03/2023,23/11/2018,"9815,673579","4472,6","43901581,64"
Tesouro Selic,01/03/2025,13/02/2019,"9944,153539","5403,77","53735918,56"
Tesouro Selic,01/03/2025,14/02/2019,"9946,602788","5016,44","49896536,08"
Tesouro Selic,01/03/2025,15/02/2019,"9949,064757","4495,38","44724826,72"
Tesouro Selic,01/03/2023,26/10/2018,"9772,20594","4733,27","46254489,2"
Tesouro Selic,01/03/2023,29/10/2018,"9774,614545","4257,83","41618647,04"
Tesouro Selic,01/03/2023,30/10/2018,"9777,036525","3938,6","38507836,05"
Tesouro Selic,01/03/2023,24/05/2018,"9515,415338","2826,61","26896368,14"
Tesouro Selic,01/03/2023,25/05/2018,"9517,76466","2576,24","24520046,02"
Tesouro Selic,01/03/2023,06/08/2018,"9631,440987","2816,25","27124545,67"
Tesouro Selic,01/03/2023,07/08/2018,"9633,810076","3324,82","32030684,41"
Tesouro Selic,01/03/2023,08/08/2018,"9636,202622","3211,19","30943677,49"
Tesouro Selic,01/03/2023,03/09/2018,"9679,133232","3052,7","29547490,01"
Tesouro Selic,01/03/2023,04/09/2018,"9681,522062","4153,24","40209684,68"
Tesouro Selic,01/03/2023,27/10/2017,"9173,625345","2974,55","27287407,26"
Tesouro Selic,01/03/2023,30/10/2017,"9176,224942","2021,23","18547261,13"
Tesouro Selic,01/03/2023,31/10/2017,"9178,824444","2212,52","20308332,65"
Tesouro Selic,01/03/2023,10/01/2018,"9298,244961","4422,61","41122511,14"
Tesouro Selic,01/03/2023,11/01/2018,"9300,703248","3907,58","36343241,99"
Tesouro Selic,01/03/2023,12/01/2018,"9303,163857","3069,81","28558945,43"
Tesouro Selic,01/03/2023,01/11/2017,"9181,425597","3087,73","28349763,25"
Tesouro Selic,01/03/2025,30/08/2019,"10282,32264","4140,88","42577864,17"
Tesouro Selic,01/03/2025,24/09/2019,"10321,7208","4438,12","45809035,49"
Tesouro Selic,01/03/2025,25/09/2019,"10323,8804","3853,12","39779150,02"
Tesouro Selic,01/03/2025,26/09/2019,"10326,05347","2880,17","29740789,41"
Tesouro Selic,01/03/2025,29/05/2019,"10120,05582","6632,37","67119954,58"
Tesouro Selic,01/03/2025,30/05/2019,"10122,55468","6641,33","67227226,06"
Tesouro Selic,01/03/2025,19/03/2019,"9998,33294","5974,83","59738339,59"
Tesouro Selic,01/03/2025,20/03/2019,"10000,7936","5851,61","58520743,83"
Tesouro Selic,01/03/2025,21/03/2019,"10003,26232","5026,01","50276496,46"
Tesouro Selic,01/03/2025,22/03/2019,"10005,73175","5427,71","54308210,29"
Tesouro Selic,01/03/2023,06/11/2018,"9786,672857","6340,69","62054258,71"
Tesouro Selic,01/03/2023,07/11/2018,"9789,095745","5246,33","51356826,67"
Tesouro Selic,01/03/2023,08/11/2018,"9791,504437","4664,01","45667674,6"
Tesouro Selic,01/03/2023,04/12/2018,"9832,6312","6327,15","62212532,49"
Tesouro Selic,01/03/2023,05/09/2018,"9683,908895","3274,04","31705505,07"
Tesouro Selic,01/03/2023,19/02/2018,"9359,813289","3199,82","29949717,75"
Tesouro Selic,01/03/2023,20/02/2018,"9362,204037","2913,73","27278934,76"
Tesouro Selic,01/03/2023,21/02/2018,"9364,60317","2418,17","22645202,44"
Tesouro Selic,01/03/2023,28/05/2018,"9515,596239","2718,54","25868528,99"
Tesouro Selic,01/03/2023,29/05/2018,"9517,942594","2875,7","27370747,51"
Tesouro Selic,01/03/2023,30/05/2018,"9520,295423","2029,09","19317536,23"
Tesouro Selic,01/03/2023,03/11/2017,"9184,026897","3017,8","27715556,36"
Tesouro Selic,01/03/2023,06/11/2017,"9186,634936","3707,82","34062388,74"
Tesouro Selic,01/03/2023,15/01/2018,"9305,634429","3115,65","28993099,9"
Tesouro Selic,01/03/2023,05/02/2018,"9345,175366","4721,37","44122030,61"
Tesouro Selic,01/03/2023,06/02/2018,"9347,614035","5636,25","52685489,6"
Tesouro Selic,01/03/2023,07/02/2018,"9350,084882","4132,87","38642685,3"
Tesouro Selic,01/03/2025,31/05/2019,"10125,05598","7277,57","73685803,63"
Tesouro Selic,01/03/2025,27/06/2019,"10170,16413","5738,11","58357520,51"
Tesouro Selic,01/03/2025,28/06/2019,"10172,67276","5287,42","53787193,38"
Tesouro Selic,01/03/2025,01/07/2019,"10175,19355","5765,66","58666706,41"
Tesouro Selic,01/03/2025,02/07/2019,"10177,70114","7295,62","74252639,95"
Tesouro Selic,01/03/2025,02/09/2019,"10284,67175","5153,33","53000307,45"
Tesouro Selic,01/03/2025,03/09/2019,"10287,01598","6577,05","67658218,46"
Tesouro Selic,01/03/2025,07/10/2019,"10341,19198","3751,19","38791775,95"
Tesouro Selic,01/03/2025,08/10/2019,"10343,3585","4286,11","44332772,28"
Tesouro Selic,01/03/2025,15/03/2019,"9993,394516","5018,39","50150751,1"
Tesouro Selic,01/03/2023,22/10/2018,"9762,575272","6503,14","63487393,75"
Tesouro Selic,01/03/2023,23/10/2018,"9764,980753","5898,72","57600887,26"
Tesouro Selic,01/03/2023,24/10/2018,"9767,383679","4867,97","47547330,72"
Tesouro Selic,01/03/2023,25/10/2018,"9769,804671","4468,67","43658033,03"
Tesouro Selic,01/03/2023,21/11/2018,"9810,870716","4713,51","46243637,22"
Tesouro Selic,01/03/2023,22/11/2018,"9813,253182","5933,99","58231746,24"
Tesouro Selic,01/03/2023,09/08/2018,"9638,581641","3396,68","32739177,48"
Tesouro Selic,01/03/2023,10/08/2018,"9640,95636","2590,54","24975283,08"
Tesouro Selic,01/03/2023,13/08/2018,"9643,342388","2693,75","25976753,55"
Tesouro Selic,01/03/2023,12/03/2018,"9395,812266","2354,72","22124507,05"
Tesouro Selic,01/03/2023,13/03/2018,"9398,213374","2778,45","26112465,94"
Tesouro Selic,01/03/2023,11/10/2017,"9137,404334","3629,59","33165031,39"
Tesouro Selic,01/03/2023,13/10/2017,"9140,24661","4518,09","41296456,8"
Tesouro Selic,01/03/2023,07/11/2017,"9189,234934","3506,64","32223338,78"
Tesouro Selic,01/03/2023,08/11/2017,"9191,832805","3265,95","30020066,34"
Tesouro Selic,01/03/2023,09/11/2017,"9194,444217","3370,62","30990977,56"
Tesouro Selic,01/03/2023,10/11/2017,"9197,046048","3093,29","28449130,56"
Tesouro Selic,01/03/2023,13/11/2017,"9199,654088","3009,53","27686634,96"
Tesouro Selic,01/03/2023,14/11/2017,"9202,255113","2885,62","26554211,39"
Tesouro Selic,01/03/2025,09/10/2019,"10345,52961","4031,34","41706347,34"
Tesouro Selic,01/03/2025,03/06/2019,"10127,55379","7445,16","75401258,39"
Tesouro Selic,01/03/2025,04/06/2019,"10130,06517","10186,13","103186160,7"
Tesouro Selic,01/03/2025,05/06/2019,"10132,55355","8080,77","81878834,73"
Tesouro Selic,01/03/2025,03/07/2019,"10180,22166","7174,27","73035658,82"
Tesouro Selic,01/03/2025,04/07/2019,"10182,72027","6392,3","65091002,8"
Tesouro Selic,01/03/2023,26/11/2018,"9818,105193","4801,99","47146442,95"
Tesouro Selic,01/03/2023,27/11/2018,"9820,514977","4445,73","43659358,04"
Tesouro Selic,01/03/2023,28/11/2018,"9822,931732","4709,1","46257167,81"
Tesouro Selic,01/03/2023,29/11/2018,"9825,363652","4295,14","42201312,43"
Tesouro Selic,01/03/2025,05/04/2019,"10030,48073","5531,75","55486111,77"
Tesouro Selic,01/03/2025,08/04/2019,"10032,95695","6738,33","67605374,81"
Tesouro Selic,01/03/2025,09/04/2019,"10035,4403","6913,21","69377106,25"
Tesouro Selic,01/03/2023,31/10/2018,"9779,435745","6447,25","63050467,1"
Tesouro Selic,01/03/2023,14/03/2018,"9400,621961","2131,87","20040903,93"
Tesouro Selic,01/03/2023,15/03/2018,"9403,026078","2304,56","21669837,77"
Tesouro Selic,01/03/2023,22/02/2018,"9367,007516","2417,25","22642398,91"
Tesouro Selic,01/03/2023,23/02/2018,"9369,404735","2766,03","25916054,57"
Tesouro Selic,01/03/2023,26/02/2018,"9371,794943","2291,61",21476499
Tesouro Selic,01/03/2023,01/06/2018,"9522,642075","1072,74","10215319,05"
Tesouro Selic,01/03/2023,04/06/2018,9525,"4266,35","40636983,75"
Tesouro Selic,01/03/2023,05/06/2018,"9527,352456","3220,65","30684267,68"
Tesouro Selic,01/03/2023,06/06/2018,"9529,701422","2739,02","26102042,78"
Tesouro Selic,01/03/2023,15/02/2018,"9359,732977","2183,11","20433326,65"
Tesouro Selic,01/03/2023,16/02/2018,"9362,122818","3089,59","28925121,03"
Tesouro Selic,01/03/2023,14/08/2017,"9015,255028","2927,83","26395134,12"
Tesouro Selic,01/03/2023,16/01/2018,"9308,09651","3188,05","29674677,07"
Tesouro Selic,01/03/2023,17/01/2018,"9310,553602","3387,54","31539872,74"
Tesouro Selic,01/03/2023,18/01/2018,"9313,026281","3122,68","29081600,9"
Tesouro Selic,01/03/2025,04/09/2019,"10289,36123","5282,96","54358283,8"
Tesouro Selic,01/03/2025,05/09/2019,"10291,70991","4753,13","48917835,12"
Tesouro Selic,01/03/2025,06/09/2019,"10294,06342","4587,16","47220515,93"
Tesouro Selic,01/03/2025,09/09/2019,"10296,42076","5111,58","52630978,43"
Tesouro Selic,01/03/2025,15/10/2019,"10354,19997","3152,56","32642236,66"
Tesouro Selic,01/03/2025,06/06/2019,"10135,05499","7514,31","76157945,04"
Tesouro Selic,01/03/2025,07/06/2019,"10137,56225","7485,38","75883505,73"
Tesouro Selic,01/03/2025,10/06/2019,"10140,07418","7255,9","73575364,25"
Tesouro Selic,01/03/2023,24/01/2019,"9917,85223","5564,01","55183028,98"
Tesouro Selic,01/03/2023,28/01/2019,"9922,782046","5500,07","54575995,84"
Tesouro Selic,01/03/2023,29/01/2019,"9925,195303","6333,83","62864499,76"
Tesouro Selic,01/03/2023,30/01/2019,"9927,633867","5642,11","56012802,31"
Tesouro Selic,01/03/2025,04/02/2019,"9926,978006","5787,2","57449407,11"
Tesouro Selic,01/03/2025,05/02/2019,"9929,42187","5773,78","57330297,4"
Tesouro Selic,01/03/2025,06/02/2019,"9931,869328","5794,98","57554984,11"
Tesouro Selic,01/03/2025,07/02/2019,"9934,332718","5593,76","55570272,98"
Tesouro Selic,01/03/2023,18/06/2018,"9548,55454","3529,88","33705251,69"
Tesouro Selic,01/03/2023,27/02/2018,"9374,196398","2902,21","27205886,52"
Tesouro Selic,01/03/2023,28/02/2018,"9376,595695","2578,97","24181958,99"
Tesouro Selic,01/03/2023,01/03/2018,9379,"2891,67","27120972,93"
Tesouro Selic,01/03/2023,07/06/2018,"9532,055476","2551,53","24321325,5"
Tesouro Selic,01/03/2023,08/06/2018,"9534,414163","1108,21","10566133,11"
Tesouro Selic,01/03/2023,11/06/2018,"9536,763905","965,63","9208985,32"
Tesouro Selic,01/03/2023,31/08/2017,"9056,116408","2851,09","25819802,92"
Tesouro Selic,01/03/2023,01/09/2017,"9059,264552","2419,9","21922514,28"
Tesouro Selic,01/03/2023,04/09/2017,"9062,414293","2725,1","24695985,18"
Tesouro Selic,01/03/2023,05/09/2017,"9065,574755","4247,44","38505484,83"
Tesouro Selic,01/03/2023,06/09/2017,"9068,725361","4617,49","41874748,66"
Tesouro Selic,01/03/2023,16/11/2017,"9204,863322","3064,14","28204989,89"
Tesouro Selic,01/03/2023,17/11/2017,"9207,473496","2829,78","26055124,34"
Tesouro Selic,01/03/2025,05/07/2019,"10185,24369","5918,82","60284624,05"
Tesouro Selic,01/03/2025,08/07/2019,"10187,75952","6685,54","68110673,78"
Tesouro Selic,01/03/2025,10/07/2019,"10192,81751","5720,42","58307197,12"
Tesouro Selic,01/03/2025,11/07/2019,"10195,30019","7706,17","78566716,43"
Tesouro Selic,01/03/2025,10/09/2019,"10298,75814","5383,14","55439656,91"
Tesouro Selic,01/03/2025,11/09/2019,"10301,11263","4596,18","47345767,83"
Tesouro Selic,01/03/2025,27/09/2019,"10328,21362","3385,09","34961932,62"
Tesouro Selic,01/03/2023,26/04/2018,"9470,939115","1612,57","15272552,28"
Tesouro Selic,01/03/2023,27/04/2018,"9473,273645","2044,91",19371992
Tesouro Selic,01/03/2023,10/07/2018,"9586,394203","2326,16","22299486,73"
Tesouro Selic,01/03/2023,11/07/2018,"9588,719884","4334,89","41566045,93"
Tesouro Selic,01/03/2023,12/07/2018,"9591,094942","3051,54","29267609,85"
Tesouro Selic,01/03/2023,14/08/2018,"9645,721202","2491,7","24034243,51"
Tesouro Selic,01/03/2023,20/03/2018,"9410,244287","2291,03","21559151,96"
Tesouro Selic,01/03/2023,19/06/2018,"9550,912156","3117,47","29774682,11"
Tesouro Selic,01/03/2023,20/06/2018,"9553,274802","3022,03","28870283,04"
Tesouro Selic,01/03/2023,21/06/2018,"9555,623592","3025,92","28914552,53"
Tesouro Selic,01/03/2023,02/03/2018,"9381,40455","3952,96","37084316,92"
Tesouro Selic,01/03/2023,05/03/2018,"9383,793606","3194,58","29977279,37"
Tesouro Selic,01/03/2023,06/12/2017,"9241,441153","2785,36","25740740,52"
Tesouro Selic,01/03/2023,07/12/2017,"9244,064487","3317,68","30668847,86"
Tesouro Selic,01/03/2023,08/12/2017,"9246,682745","2753,75","25463052,6"
Tesouro Selic,01/03/2023,08/09/2017,"9071,875039","3912,21","35491080,24"
Tesouro Selic,01/03/2023,11/09/2017,"9075,036806","3876,18","35176476,16"
Tesouro Selic,01/03/2023,12/09/2017,"9077,862985","3705,31","33636296,49"
Tesouro Selic,01/03/2023,21/11/2017,"9210,083356","2947,11","27143128,75"
Tesouro Selic,01/03/2023,22/11/2017,"9215,33486","2753,09","25370646,24"
Tesouro Selic,01/03/2025,30/09/2019,"10330,3732","3731,81","38550990,01"
Tesouro Selic,01/03/2025,01/10/2019,"10332,52929","3629,66","37503568,24"
Tesouro Selic,01/03/2025,11/06/2019,"10142,57124","7492,05","75988650,83"
Tesouro Selic,01/03/2025,12/06/2019,"10145,07455","6853,37","69527949,53"
Tesouro Selic,01/03/2025,13/06/2019,"10147,58156","6145,79","62364905,25"
Tesouro Selic,01/03/2025,12/07/2019,"10197,81887","5687,03","57995301,82"
Tesouro Selic,01/03/2023,21/03/2018,"9412,650867","2055,41","19346856,71"
Tesouro Selic,01/03/2023,22/03/2018,"9415,064598","2082,1","19603105,99"
Tesouro Selic,01/03/2023,23/03/2018,"9417,395144","1981,1","18656801,51"
Tesouro Selic,01/03/2023,30/04/2018,"9475,614208","2267,08","21481975,45"
Tesouro Selic,01/03/2023,02/05/2018,"9477,94989","2368,61","22449566,88"
Tesouro Selic,01/03/2023,03/05/2018,"9480,281563","2966,4","28122307,22"
