Tipo Titulo,Vencimento do Titulo,Data Venda,PU,Quantidade,Valor
Tesouro Selic,18/06/2008,27/05/2005,"2293,580068","204,2","468349,04"
Tesouro Selic,18/03/2009,30/05/2005,"2286,590238",126,"288110,36"
Tesouro Selic,18/06/2008,30/05/2005,"2295,25",150,"344287,5"
Tesouro Selic,18/03/2009,05/04/2004,"1919,810024","82,8","158960,26"
Tesouro Selic,18/03/2009,06/04/2004,"1920,959935","31,2","59933,94"
Tesouro Selic,18/03/2009,03/05/2004,"1912,38951","28,6","54694,33"
Tesouro Selic,18/01/2006,11/06/2004,"1980,6","4,6","9110,76"
Tesouro Selic,17/01/2007,11/06/2004,"1970,85",13,"25621,05"
Tesouro Selic,16/02/2005,11/06/2004,"1985,43125","6,4","12706,76"
Tesouro Selic,17/01/2007,23/10/2003,"1773,02987","30,8","54609,31"
Tesouro Selic,18/01/2006,23/10/2003,"1790,690625","6,4","11460,42"
Tesouro Selic,16/02/2005,23/10/2003,"1798,559953","86,4","155395,57"
Tesouro Selic,17/01/2007,24/10/2003,"1774,280239","33,4","59260,95"
Tesouro Selic,18/01/2006,24/10/2003,"1791,940476","4,2","7526,14"
Tesouro Selic,16/02/2005,24/10/2003,"1799,8",76,"136784,8"
Tesouro Selic,18/01/2006,12/01/2004,"1866,119791","38,4","71658,99"
Tesouro Selic,17/01/2007,12/01/2004,"1862,77",7,"13039,39"
Tesouro Selic,16/02/2005,12/01/2004,"1867,459836","24,4","45566,01"
Tesouro Selic,18/06/2008,12/01/2004,"1859,870032","62,4","116055,88"
Tesouro Selic,18/03/2009,02/03/2004,1899,"98,8","187621,2"
Tesouro Selic,18/03/2009,03/03/2004,"1901,1","61,4","116727,54"
Tesouro Selic,18/01/2006,27/11/2003,"1828,7","6,4","11703,68"
Tesouro Selic,17/01/2007,27/11/2003,"1819,9",2,"3639,8"
Tesouro Selic,16/02/2005,27/11/2003,"1832,340909","8,8","16124,59"
Tesouro Selic,18/06/2008,27/11/2003,"1809,969306","20,2","36561,37"
Tesouro Selic,17/01/2007,15/12/2003,"1838,510869","4,6","8457,14"
Tesouro Selic,18/01/2006,15/12/2003,"1844,31",3,"5532,93"
Tesouro Selic,18/06/2008,15/12/2003,"1830,559859","14,2","25993,94"
Tesouro Selic,17/01/2007,15/03/2005,"2228,9","72,6","161818,14"
Tesouro Selic,18/06/2008,15/03/2005,"2215,92998","204,8","453822,45"
Tesouro Selic,18/06/2008,03/05/2005,"2267,719811","201,4","456718,76"
Tesouro Selic,18/03/2009,04/05/2005,"2258,630298","60,4","136421,26"
Tesouro Selic,18/06/2008,04/05/2005,"2267,25","183,6","416267,1"
Tesouro Selic,18/03/2009,05/05/2005,"2260,259924",132,"298354,3"
Tesouro Selic,18/03/2009,02/06/2005,"2291,6","118,2","270867,12"
Tesouro Selic,18/06/2008,02/06/2005,"2299,569658",117,"269049,64"
Tesouro Selic,18/03/2009,03/06/2005,"2293,27008","99,6","228409,69"
Tesouro Selic,18/06/2008,03/06/2005,"2301,25",166,"382007,5"
Tesouro Selic,18/06/2008,06/06/2005,"2302,919767","94,6","217856,2"
Tesouro Selic,18/03/2009,04/05/2004,"1910,759819","77,4","147892,8"
Tesouro Selic,18/03/2009,04/05/2004,"1910,060309","38,8","74110,33"
Tesouro Selic,17/01/2007,24/06/2004,"1981,919971","70,6","139923,54"
Tesouro Selic,16/02/2005,24/06/2004,"1996,131818","2,2","4391,48"
Tesouro Selic,17/01/2007,25/06/2004,"1983,08913","4,6","9122,2"
Tesouro Selic,16/02/2005,25/06/2004,"1997,29",4,"7989,16"
Tesouro Selic,18/01/2006,25/06/2004,"1992,3","111,8","222739,14"
Tesouro Selic,18/01/2006,28/06/2004,"1993,778571","2,8","5582,57"
Tesouro Selic,17/01/2007,28/06/2004,"1984,26975",40,"79370,79"
Tesouro Selic,16/02/2005,28/06/2004,"1998,330769","5,2","10391,31"
Tesouro Selic,16/02/2005,28/07/2004,"2024,291666","1,2","2429,14"
Tesouro Selic,18/01/2006,29/07/2004,"2021,49",41,"82881,09"
Tesouro Selic,17/01/2007,29/07/2004,"2012,480188","31,8","63996,86"
Tesouro Selic,16/02/2005,29/07/2004,"2025,3625","0,8","1620,29"
Tesouro Selic,18/01/2006,13/01/2004,1868,6,11208
Tesouro Selic,17/01/2007,13/01/2004,"1865,57",33,"61563,81"
Tesouro Selic,16/02/2005,13/01/2004,"1868,579874","31,8","59420,83"
Tesouro Selic,18/01/2006,03/11/2003,"1799,840909","6,6","11878,94"
Tesouro Selic,17/01/2007,03/11/2003,"1781,81028","21,4","38130,73"
Tesouro Selic,17/01/2007,27/10/2003,"1775,540181","66,2","117540,75"
Tesouro Selic,18/01/2006,27/10/2003,"1793,18913","4,6","8248,66"
Tesouro Selic,16/02/2005,27/10/2003,"1801,041111",9,"16209,36"
Tesouro Selic,17/01/2007,28/10/2003,"1776,789849","26,6","47262,6"
Tesouro Selic,18/01/2006,28/10/2003,"1794,840769",13,"23332,92"
Tesouro Selic,16/02/2005,28/10/2003,"1802,289204","17,6","31720,28"
Tesouro Selic,18/01/2006,29/10/2003,"1796,089814","21,6","38795,53"
Tesouro Selic,17/01/2007,29/10/2003,"1778,04054","22,2","39472,49"
Tesouro Selic,16/02/2005,15/12/2003,"1846,579545","8,8","16249,89"
Tesouro Selic,17/01/2007,16/12/2003,"1839,69",39,"71747,91"
Tesouro Selic,18/01/2006,16/12/2003,"1845,481111",9,"16609,32"
Tesouro Selic,18/06/2008,16/12/2003,"1831,739855","13,8",25278
Tesouro Selic,16/02/2005,16/12/2003,"1847,75","19,6","36215,9"
Tesouro Selic,18/03/2009,09/02/2004,"1883,059821","22,4","42180,53"
Tesouro Selic,18/03/2009,08/03/2004,"1903,581018","21,6","41117,34"
Tesouro Selic,18/03/2009,06/06/2005,"2294,940083","333,8","766050,99"
Tesouro Selic,17/01/2007,16/02/2005,"2198,330008","226,6","498141,57"
Tesouro Selic,18/01/2006,16/02/2005,"2203,45","63,6","140139,42"
Tesouro Selic,17/01/2007,17/02/2005,"2199,810014",706,"1553065,86"
Tesouro Selic,18/01/2006,17/02/2005,"2204,930357","72,8","160518,92"
Tesouro Selic,17/01/2007,18/02/2005,"2201,330097","694,4","1528603,61"
Tesouro Selic,18/01/2006,18/02/2005,"2206,439984","259,6","572791,81"
Tesouro Selic,18/06/2008,05/05/2005,"2268,180093","171,8","389673,33"
Tesouro Selic,18/03/2009,06/05/2005,"2261,890243","98,4","222569,99"
Tesouro Selic,18/06/2008,06/05/2005,"2269,809892","111,2","252402,85"
Tesouro Selic,18/03/2009,09/05/2005,"2263,51973","126,2","285656,18"
Tesouro Selic,18/01/2006,30/07/2004,"2022,372222","3,6","7280,53"
Tesouro Selic,17/01/2007,30/07/2004,"2013,180952","8,4","16910,71"
Tesouro Selic,16/02/2005,30/07/2004,"2026,53",8,"16212,24"
Tesouro Selic,18/03/2009,07/04/2004,"1918,330204","58,6","112414,14"
Tesouro Selic,18/03/2009,08/04/2004,"1906,340075","79,6","151744,66"
Tesouro Selic,18/03/2009,12/04/2004,"1902,829899","39,8","75732,62"
Tesouro Selic,18/06/2008,13/01/2004,"1859,71",70,"130179,7"
Tesouro Selic,18/01/2006,14/01/2004,"1869,5","10,8","20190,6"
Tesouro Selic,17/01/2007,14/01/2004,"1867,808823","3,4","6350,54"
Tesouro Selic,16/02/2005,14/01/2004,"1869,7","34,6","64691,62"
Tesouro Selic,18/06/2008,14/01/2004,"1862,99125",16,"29807,86"
Tesouro Selic,18/01/2006,15/01/2004,"1870,619884","69,4","129821,01"
Tesouro Selic,17/01/2007,15/01/2004,"1869,5","0,4","747,8"
Tesouro Selic,16/02/2005,03/11/2003,"1807,280412","38,8","70122,47"
Tesouro Selic,18/01/2006,04/11/2003,"1801,1",51,"91856,1"
Tesouro Selic,17/01/2007,04/11/2003,"1783,070023","85,4","152274,17"
Tesouro Selic,16/02/2005,04/11/2003,"1808,531",10,"18085,31"
Tesouro Selic,18/01/2006,05/11/2003,"1802,35","21,2","38209,82"
Tesouro Selic,17/01/2007,05/11/2003,"1784,330026","74,6","133111,01"
Tesouro Selic,16/02/2005,05/11/2003,"1809,789682","25,2","45606,69"
Tesouro Selic,18/03/2009,09/03/2004,"1904,719711","20,8","39618,16"
Tesouro Selic,18/03/2009,10/03/2004,"1905,869915","47,2","89957,05"
Tesouro Selic,17/01/2007,03/10/2003,"1750,230032","61,6","107814,16"
Tesouro Selic,18/01/2006,03/10/2003,"1768,45","25,8","45626,01"
Tesouro Selic,16/02/2005,03/10/2003,"1778,938666",30,"53368,15"
Tesouro Selic,18/01/2006,06/10/2003,"1770,15","42,4","75054,36"
Tesouro Selic,16/02/2005,06/10/2003,"1780,240243","65,6","116783,75"
Tesouro Selic,17/01/2007,06/10/2003,"1751,529957","47,4","83022,51"
Tesouro Selic,17/01/2007,07/10/2003,"1753,4",33,"57862,2"
Tesouro Selic,16/02/2005,07/10/2003,"1781,529971","71,4","127201,23"
Tesouro Selic,18/06/2008,09/05/2005,"2271,440061","227,4","516525,46"
Tesouro Selic,18/06/2008,15/06/2005,"2314,322164","58,2","134693,54"
Tesouro Selic,17/01/2007,21/02/2005,"2202,85","275,4","606664,89"
Tesouro Selic,18/01/2006,21/02/2005,"2207,959953",217,"479127,3"
Tesouro Selic,18/01/2006,22/02/2005,"2209,469743","163,6","361469,24"
Tesouro Selic,17/01/2007,22/02/2005,"2204,779964",283,"623952,72"
Tesouro Selic,17/01/2007,16/03/2005,"2230,43012","49,8","111075,41"
Tesouro Selic,18/06/2008,16/03/2005,"2217,470025","159,8","354351,7"
Tesouro Selic,18/03/2009,06/05/2004,"1909,707804","116,6","222671,92"
Tesouro Selic,18/03/2009,07/05/2004,"1907,915597","68,6",130883
Tesouro Selic,17/01/2007,29/06/2004,"1985,95","18,2","36144,29"
Tesouro Selic,18/01/2006,29/06/2004,"1994,95","1,6","3191,92"
Tesouro Selic,16/02/2005,29/06/2004,"1999,490384","15,6","31192,04"
Tesouro Selic,17/01/2007,30/06/2004,"1987,130769","10,4","20666,15"
Tesouro Selic,18/01/2006,30/06/2004,"1996,44",6,"11978,64"
Tesouro Selic,16/02/2005,30/06/2004,"2000,657142","1,4","2800,91"
Tesouro Selic,16/02/2005,15/01/2004,"1870,819512","24,6","46022,15"
Tesouro Selic,18/06/2008,15/01/2004,"1865,689634","16,4","30597,3"
Tesouro Selic,17/01/2007,16/01/2004,"1870,619791","9,6","17957,94"
Tesouro Selic,18/01/2006,16/01/2004,"1872,1125","0,8","1497,69"
Tesouro Selic,16/02/2005,16/01/2004,"1872,35","0,4","748,94"
Tesouro Selic,18/06/2008,16/01/2004,"1866,81875","6,4","11947,64"
Tesouro Selic,17/01/2007,19/01/2004,"1871,74",6,"11230,44"
Tesouro Selic,16/02/2005,19/01/2004,"1873,459523","4,2","7868,52"
Tesouro Selic,18/06/2008,19/01/2004,"1867,94",3,"5603,82"
Tesouro Selic,18/01/2006,20/01/2004,"1874,360465","8,6","16119,49"
Tesouro Selic,17/01/2007,20/01/2004,"1873,430232","8,6","16111,49"
Tesouro Selic,16/02/2005,20/01/2004,"1874,590322","6,2","11622,45"
Tesouro Selic,18/06/2008,20/01/2004,"1869,88",31,"57966,28"
Tesouro Selic,18/01/2006,17/12/2003,"1846,65",5,"9233,25"
Tesouro Selic,17/01/2007,17/12/2003,"1840,860169","11,8","21722,14"
Tesouro Selic,18/06/2008,17/12/2003,"1832,909923","26,2","48022,23"
Tesouro Selic,16/02/2005,17/12/2003,"1848,919868","91,6","169361,05"
Tesouro Selic,16/02/2005,18/12/2003,"1850,09017","23,4","43292,1"
Tesouro Selic,18/01/2006,18/12/2003,"1847,828571","1,4","2586,95"
Tesouro Selic,17/01/2007,18/12/2003,"1842,6","2,8","5159,28"
Tesouro Selic,18/06/2008,18/12/2003,"1834,080145","82,6","151495,01"
Tesouro Selic,18/03/2009,10/02/2004,"1884,190158",63,"118703,97"
Tesouro Selic,18/03/2009,11/02/2004,"1884,369623","37,2","70098,54"
Tesouro Selic,18/03/2009,12/02/2004,"1886,459579","42,8","80740,46"
Tesouro Selic,16/02/2005,29/10/2003,"1803,3","16,8","30295,44"
Tesouro Selic,17/01/2007,09/12/2004,"2126,340033","177,6","377637,98"
Tesouro Selic,17/01/2007,10/12/2004,"2127,7",41,"87235,7"
Tesouro Selic,18/01/2006,10/12/2004,"2136,610092","151,6","323910,08"
Tesouro Selic,17/01/2007,13/09/2004,"2048,969736","7,6","15572,16"
Tesouro Selic,16/02/2005,13/09/2004,"2062,380124","32,2","66408,63"
Tesouro Selic,18/01/2006,13/09/2004,"2057,941071","5,6","11524,46"
Tesouro Selic,17/01/2007,14/09/2004,"2050,2","35,4","72577,08"
Tesouro Selic,16/02/2005,14/09/2004,"2063,589795","9,8","20223,17"
Tesouro Selic,18/01/2006,14/09/2004,"2059,159493","15,8","32534,71"
Tesouro Selic,18/03/2009,09/11/2005,"2484,030092","43,2","107310,09"
Tesouro Selic,18/06/2008,09/11/2005,"2498,580322",31,"77455,98"
Tesouro Selic,18/03/2009,10/11/2005,"2485,77",69,"171518,13"
Tesouro Selic,18/03/2009,05/01/2006,"2571,7","371,4","955129,38"
Tesouro Selic,17/03/2010,05/01/2006,"2561,679979",488,"1250099,82"
Tesouro Selic,17/01/2007,12/01/2005,"2164,830057","276,8","599224,95"
Tesouro Selic,18/01/2006,12/01/2005,"2170,2","162,6","352874,52"
Tesouro Selic,17/01/2007,13/01/2005,"2166,25","327,8","710096,75"
Tesouro Selic,18/01/2006,13/01/2005,"2171,619923",131,"284482,2"
Tesouro Selic,17/01/2007,14/01/2005,"2167,669752","137,2","297404,28"
Tesouro Selic,18/01/2006,14/01/2005,"2173,040142","84,2","182969,97"
Tesouro Selic,18/01/2006,16/09/2004,"2061,609859","14,2","29274,85"
Tesouro Selic,17/01/2007,16/09/2004,"2052,65","48,6","99758,79"
Tesouro Selic,16/02/2005,16/09/2004,"2066,019747","23,8","49171,26"
Tesouro Selic,18/01/2006,17/09/2004,"2062,85",20,41257
Tesouro Selic,17/01/2007,17/09/2004,"2053,43",10,"20534,3"
Tesouro Selic,16/02/2005,17/09/2004,"2067,25","25,6","52921,6"
Tesouro Selic,17/01/2007,19/01/2005,"2171,5","95,2","206726,8"
Tesouro Selic,18/01/2006,19/01/2005,"2177,080303","19,8","43106,18"
Tesouro Selic,18/01/2006,23/11/2004,"2118,970081","73,2","155108,6"
Tesouro Selic,17/01/2007,23/11/2004,"2109,559688","89,8","189438,45"
Tesouro Selic,18/01/2006,24/11/2004,"2120,319117","20,4","43254,5"
Tesouro Selic,17/01/2007,24/11/2004,"2110,919843","89,2","188294,04"
Tesouro Selic,18/01/2006,31/08/2004,"2048,487931","5,8","11881,22"
Tesouro Selic,17/01/2007,31/08/2004,"2039,2","109,6","223496,32"
Tesouro Selic,17/01/2007,01/09/2004,"2040,420038","104,8","213836,01"
Tesouro Selic,17/01/2007,11/11/2004,"2100,230188","84,8","178099,51"
Tesouro Selic,18/01/2006,12/11/2004,"2110,730095",105,"221626,65"
Tesouro Selic,17/01/2007,12/11/2004,"2101,540041","143,6","301781,14"
Tesouro Selic,17/03/2010,31/01/2006,"2601,430279","78,6","204472,41"
Tesouro Selic,18/03/2009,31/01/2006,"2606,719702",101,"263278,68"
Tesouro Selic,18/03/2009,02/03/2006,"2642,380053","111,8","295418,08"
Tesouro Selic,17/03/2010,02/03/2006,"2641,060045","87,6","231356,85"
Tesouro Selic,17/03/2010,03/03/2006,"2642,730124","64,4","170191,81"
Tesouro Selic,18/03/2009,03/03/2006,"2644,85",79,"208943,15"
Tesouro Selic,18/03/2009,01/12/2005,"2518,379931","235,2","592322,95"
Tesouro Selic,17/03/2010,01/12/2005,"2497,75","214,6","536017,15"
Tesouro Selic,18/03/2009,17/01/2006,"2586,109865","118,6","306712,62"
Tesouro Selic,17/03/2010,17/01/2006,"2577,419881","218,8","563939,46"
Tesouro Selic,18/03/2009,18/01/2006,"2587,80996","203,8","527395,66"
Tesouro Selic,18/06/2008,01/07/2005,"2337,7","148,4","346914,68"
Tesouro Selic,18/03/2009,01/07/2005,"2326,919744","101,8","236880,42"
Tesouro Selic,18/03/2009,02/09/2005,"2404,440169",236,"567447,87"
Tesouro Selic,18/06/2008,02/09/2005,"2415,280249","96,2","232349,95"
Tesouro Selic,17/01/2007,20/01/2005,"2172,929913","139,4","302906,42"
Tesouro Selic,18/01/2006,20/01/2005,"2178,5","134,8","293661,8"
Tesouro Selic,17/01/2007,21/01/2005,"2174,390068","203,4","442270,93"
Tesouro Selic,18/01/2006,21/01/2005,"2179,959569","41,8","91122,3"
Tesouro Selic,18/01/2006,20/09/2004,"2063,820039","50,4","104016,52"
Tesouro Selic,17/01/2007,20/09/2004,"2054,67027","14,8","30409,11"
Tesouro Selic,16/02/2005,20/09/2004,"2068,4","105,4","218009,36"
Tesouro Selic,18/01/2006,21/09/2004,"2065,069512","8,2","16933,56"
Tesouro Selic,17/01/2007,21/09/2004,"2055,930258","61,8","127056,48"
Tesouro Selic,18/01/2006,22/09/2004,"2066,30997","68,2","140922,33"
Tesouro Selic,17/01/2007,22/09/2004,"2057,180113","35,2","72412,73"
Tesouro Selic,17/01/2007,25/11/2004,"2112,269896","135,2","285578,88"
Tesouro Selic,18/01/2006,25/11/2004,"2121,679876","64,6","137060,51"
Tesouro Selic,17/01/2007,26/11/2004,"2113,63001","185,6","392289,72"
Tesouro Selic,18/01/2006,26/11/2004,"2123,0301","139,2","295525,78"
Tesouro Selic,17/01/2007,29/11/2004,"2114,990077","284,2","601080,17"
Tesouro Selic,18/01/2006,29/11/2004,"2124,380082","96,4","204790,23"
Tesouro Selic,16/02/2005,01/09/2004,"2053,940449","17,8","36560,13"
Tesouro Selic,18/01/2006,01/09/2004,"2049,7","4,6","9428,62"
Tesouro Selic,17/01/2007,02/09/2004,"2041,6404",25,"51041,01"
Tesouro Selic,16/02/2005,02/09/2004,"2055,14014","28,4","58365,97"
Tesouro Selic,18/01/2006,02/09/2004,"2050,919753","16,2","33224,89"
Tesouro Selic,18/06/2008,10/11/2005,"2500,96955","57,8","144556,03"
Tesouro Selic,18/03/2009,02/12/2005,"2520,919957","375,8","947361,71"
Tesouro Selic,17/03/2010,02/12/2005,"2500,530044",669,"1672854,59"
Tesouro Selic,18/03/2009,16/12/2005,"2547,159878","115,4","293942,24"
Tesouro Selic,17/03/2010,16/12/2005,"2531,55",411,"1040467,05"
Tesouro Selic,18/03/2009,01/02/2006,"2608,369969","199,8","521152,31"
Tesouro Selic,17/03/2010,01/02/2006,"2604,140297","114,4","297913,64"
Tesouro Selic,18/03/2009,05/09/2005,"2406,189784","55,8","134265,38"
Tesouro Selic,18/06/2008,05/09/2005,"2417,030048","122,8","296811,28"
Tesouro Selic,18/06/2008,04/07/2005,"2339,4","337,2","788845,68"
Tesouro Selic,18/03/2009,04/07/2005,"2328,619981","739,2","1721315,88"
Tesouro Selic,18/03/2009,06/09/2005,"2407,95","52,4","126176,58"
Tesouro Selic,18/06/2008,06/09/2005,"2418,790158","113,8","275258,31"
Tesouro Selic,17/01/2007,18/10/2004,"2078,559898","78,8","163790,51"
Tesouro Selic,18/01/2006,18/10/2004,"2087,3701",100,"208737,01"
Tesouro Selic,18/01/2006,19/10/2004,"2088,630043","92,2","192571,68"
Tesouro Selic,17/01/2007,19/10/2004,"2079,829941","34,4","71546,14"
Tesouro Selic,17/01/2007,16/12/2004,"2133,180076","104,4","222703,99"
Tesouro Selic,17/01/2007,07/01/2005,"2159,7099","262,6","567139,81"
Tesouro Selic,18/01/2006,07/01/2005,"2165,959827",232,"502502,67"
Tesouro Selic,17/01/2007,10/01/2005,"2161,559753","267,6","578433,38"
Tesouro Selic,18/01/2006,10/01/2005,"2167,380305","117,8","255317,39"
Tesouro Selic,18/03/2009,11/11/2005,"2489,169914","69,8","173744,05"
Tesouro Selic,18/06/2008,11/11/2005,"2503,35","225,2","563754,42"
Tesouro Selic,18/03/2009,14/11/2005,"2490,930376","74,4","185325,21"
Tesouro Selic,18/06/2008,14/11/2005,"2505,1",69,"172851,9"
Tesouro Selic,18/03/2009,06/01/2006,"2573,390057","210,2","540926,58"
Tesouro Selic,17/03/2010,06/01/2006,"2564,45",292,"748819,4"
Tesouro Selic,18/03/2009,09/01/2006,"2575,090129","170,2","438280,33"
Tesouro Selic,18/03/2009,20/02/2006,"2632,359954","87,4","230068,25"
Tesouro Selic,17/03/2010,20/02/2006,"2631,040158","139,2","366240,78"
Tesouro Selic,17/03/2010,21/02/2006,"2632,7","64,4","169545,88"
Tesouro Selic,18/03/2009,21/02/2006,"2634,030053","75,2","198079,05"
Tesouro Selic,18/03/2009,05/12/2005,"2524,290217",276,"696704,09"
Tesouro Selic,17/03/2010,05/12/2005,"2503,319962","429,8","1075926,91"
Tesouro Selic,18/03/2009,06/12/2005,"2528,48",243,"614420,64"
Tesouro Selic,18/03/2009,08/09/2005,"2409,7","132,8","320008,16"
Tesouro Selic,18/03/2009,16/09/2005,"2420,230066",299,"723648,78"
Tesouro Selic,18/06/2008,16/09/2005,"2431,080168",119,"289298,53"
Tesouro Selic,18/03/2009,19/09/2005,"2422,819902","123,6","299460,53"
Tesouro Selic,18/03/2009,04/08/2005,"2369,630172","104,4","247389,38"
Tesouro Selic,18/06/2008,04/08/2005,"2380,090524","49,6","118052,48"
Tesouro Selic,18/03/2009,05/08/2005,"2371,35972","171,8","407399,59"
Tesouro Selic,18/06/2008,05/08/2005,"2381,819875",161,"383472,99"
Tesouro Selic,17/01/2007,11/01/2005,"2162,979992","261,4","565402,96"
Tesouro Selic,18/01/2006,11/01/2005,"2168,790186","42,8","92824,21"
Tesouro Selic,18/01/2006,23/09/2004,"2067,290178","156,8","324151,09"
Tesouro Selic,17/01/2007,23/09/2004,"2057,959925","107,8","221848,07"
Tesouro Selic,18/01/2006,24/09/2004,2068,"6,8","14062,4"
Tesouro Selic,17/01/2007,24/09/2004,"2057,8","28,6","58853,08"
Tesouro Selic,18/01/2006,20/10/2004,"2089,890104","38,4","80251,77"
Tesouro Selic,17/01/2007,20/10/2004,"2081,1",65,"135271,5"
Tesouro Selic,17/03/2010,09/01/2006,"2566,15","121,2","311017,38"
Tesouro Selic,17/03/2010,18/01/2006,"2580,822467","108,6","280277,31"
Tesouro Selic,18/03/2009,19/01/2006,"2590,33003","516,8","1338682,55"
Tesouro Selic,17/03/2010,19/01/2006,"2582,95","416,6","1076056,97"
Tesouro Selic,18/03/2009,18/11/2005,"2497,01",134,"334599,34"
Tesouro Selic,18/06/2008,18/11/2005,"2511,640104",96,"241117,44"
Tesouro Selic,17/03/2010,18/11/2005,"2477,919906",107,"265137,42"
Tesouro Selic,18/03/2009,21/11/2005,"2499,590234","25,6","63989,5"
Tesouro Selic,17/03/2010,06/12/2005,"2508,219975","245,8","616520,46"
Tesouro Selic,18/03/2009,19/12/2005,"2548,839972","146,6","373659,93"
Tesouro Selic,17/03/2010,19/12/2005,"2533,240036","163,6","414438,06"
Tesouro Selic,18/03/2009,20/12/2005,"2550,530606",33,"84167,5"
Tesouro Selic,17/03/2010,20/12/2005,2536,"62,2","157739,2"
Tesouro Selic,18/03/2009,02/02/2006,"2610,829935","123,6","322698,57"
Tesouro Selic,17/03/2010,02/02/2006,"2605,790023","85,2","222013,3"
Tesouro Selic,18/03/2009,03/02/2006,"2612,480072","219,8","574223,11"
Tesouro Selic,18/03/2009,11/08/2005,"2377,419919","99,4","236315,53"
Tesouro Selic,18/03/2009,28/09/2005,"2434,219891","147,8","359777,69"
Tesouro Selic,18/06/2008,28/09/2005,"2445,740182","87,6","214246,83"
Tesouro Selic,18/03/2009,29/09/2005,"2435,980026","75,6","184160,08"
Tesouro Selic,18/06/2008,29/09/2005,"2447,49035","45,6","111605,55"
Tesouro Selic,18/03/2009,20/07/2005,"2350,75","164,6","386933,45"
Tesouro Selic,18/06/2008,20/07/2005,"2362,56",94,"222080,64"
Tesouro Selic,18/06/2008,21/07/2005,"2364,95","88,6","209534,57"
Tesouro Selic,18/01/2006,21/10/2004,"2091,159854","27,4","57297,77"
Tesouro Selic,17/01/2007,21/10/2004,"2082,369795",49,"102036,11"
Tesouro Selic,17/01/2007,22/10/2004,"2083,209533","47,2","98327,48"
Tesouro Selic,18/01/2006,22/10/2004,"2092,45",51,"106714,95"
Tesouro Selic,18/01/2006,16/12/2004,"2142,3","127,2","272500,56"
Tesouro Selic,18/01/2006,17/12/2004,"2143,7","29,4","63024,78"
Tesouro Selic,17/01/2007,17/12/2004,"2135,030083","143,6","306590,31"
Tesouro Selic,17/01/2007,20/12/2004,"2136,440203","137,8","294401,45"
Tesouro Selic,18/01/2006,20/12/2004,"2145,340409","78,2","167765,61"
Tesouro Selic,17/01/2007,17/01/2005,"2169,090152","223,4","484574,73"
Tesouro Selic,18/01/2006,17/01/2005,"2174,460136","117,4","255281,61"
Tesouro Selic,17/03/2010,21/11/2005,"2479,669852","175,8","435925,95"
Tesouro Selic,18/06/2008,21/11/2005,"2513,390571",35,"87968,66"
Tesouro Selic,18/03/2009,10/01/2006,"2576,790032",311,"801381,69"
Tesouro Selic,17/03/2010,10/01/2006,"2567,840277","100,8","258838,29"
Tesouro Selic,18/03/2009,11/01/2006,"2579,3","150,2","387410,86"
Tesouro Selic,17/03/2010,11/01/2006,"2570,609784",139,"357314,75"
Tesouro Selic,18/03/2009,15/02/2006,"2627,359856","55,8","146606,67"
Tesouro Selic,17/03/2010,15/02/2006,"2624,980283","91,8","240973,18"
Tesouro Selic,17/03/2010,03/02/2006,"2607,440167","166,8","434921,01"
Tesouro Selic,17/03/2010,24/02/2006,"2637,71",74,"195190,54"
Tesouro Selic,18/03/2009,07/12/2005,"2530,2","229,4","580427,88"
Tesouro Selic,17/03/2010,07/12/2005,"2512,070152","209,4","526027,48"
Tesouro Selic,18/03/2009,21/12/2005,"2552,21994","100,8","257263,76"
Tesouro Selic,17/03/2010,21/12/2005,"2539,44367","110,6","280862,46"
Tesouro Selic,18/03/2009,03/10/2005,"2439,489986","144,8","353238,14"
Tesouro Selic,18/06/2008,03/10/2005,"2451,01004","97,6","239218,57"
Tesouro Selic,18/03/2009,21/10/2005,"2462,359853","190,8","469818,25"
Tesouro Selic,18/06/2008,21/10/2005,"2475,180245","89,6","221776,14"
Tesouro Selic,18/03/2009,24/10/2005,"2464,090433","101,4","249858,76"
Tesouro Selic,18/06/2008,24/10/2005,"2476,909766","94,2","233324,89"
Tesouro Selic,18/03/2009,26/07/2005,"2357,6","130,4","307431,04"
Tesouro Selic,18/06/2008,26/07/2005,"2369,409734","67,8","160645,97"
Tesouro Selic,17/01/2007,18/01/2005,"2170,08",114,"247389,12"
Tesouro Selic,18/01/2006,18/01/2005,"2175,880414","86,8","188866,41"
Tesouro Selic,17/01/2007,27/09/2004,"2059,05","8,2","16884,21"
Tesouro Selic,18/01/2006,27/09/2004,"2068,98",26,"53793,48"
Tesouro Selic,18/01/2006,28/09/2004,"2070,230092",108,"223584,84"
Tesouro Selic,17/01/2007,28/09/2004,"2059,840136","29,4","60559,29"
Tesouro Selic,18/01/2006,29/09/2004,"2071,491666","4,8","9943,15"
Tesouro Selic,17/01/2007,29/09/2004,"2061,1","18,8","38748,68"
Tesouro Selic,18/03/2009,22/11/2005,"2502,169977","89,6","224194,42"
Tesouro Selic,17/03/2010,22/11/2005,"2482,489979","98,8",245270
Tesouro Selic,17/03/2010,23/11/2005,"2484,239884","69,2","171909,39"
Tesouro Selic,18/03/2009,23/11/2005,"2503,919759","58,2","145728,12"
Tesouro Selic,18/03/2009,14/12/2005,"2542,93037",27,"68659,11"
Tesouro Selic,17/03/2010,14/12/2005,"2527,07988","50,2","126859,4"
